english_text,french_text,predicted_french_text
I have a favor to ask.,J'ai une faveur à requérir., t2êr0àb Ojhê2&& nb92êbà9r$bày 5AIÔS nb0H
I have a little fever.,J'ai un peu de fièvre., COm ÀàbàÊà nb0
I have a little money.,J'ai un peu d'argent.,Q nQQ înMO AO  FUë 5 Qn Ô K OH î 8H
I have a lot of books.,J'ai beaucoup de livres.,ÀCQnC QKÀ
I have a lot of money.,Je dispose de beaucoup d'argent.," yh,à Ààhr9ày À,rbà îrtr92Ê"
I have a lot to learn.,J'ai beaucoup à apprendre.,îOwC A 7UF wOUQ K ÀnMnÀ wFî8nAqQ K OH î 8H
I have a student visa.,J'ai un visa étudiant.,ÀAFFÀ OAOU OÀw nA OUA  nFA î 5QnAq KFUOÔ K OH î 8H
I have a tourist visa.,J'ai un visa de tourisme.,ÀîX7wFXQO 8OPOîFKCOA  UC7  OQ KFU  qw A  înCn O8
I have an appointment.,J'ai un rendez-vous.," 2ber»0,23ê$ry Mrbàb02 À$thàbk nb92êbà9r$bày î9ÊH"
I have an old bicycle.,J'ai un vieux vélo.,QAÀ C qAFîn   nUÀU M  îO QnAq D
I have another sister.,J'ai une autre sœur.,QAÀ Càeb$yrà  rê0êà69 î2à&rbe ô
I have been to London.,Je suis déjà allé à Londres.,COUnQ OC  O î w C A qOCOA  înCn O8
I have borrowed a car.,J'ai emprunté une voiture.,mnA 7F QwnKKnAq 5K OÔ î 8
I have done it before.,Je l'ai fait auparavant.,A A qX Aq C Un nCO 5K OÔ î 8
I have errands to run.,J'ai des courses à faire.," ràb.rb  $ I,$be 8232y$ht2b9 À$HS î9Ê  ,2 Oj0,àbe2 Càyy"
I have errands to run.,J'ai des commissions à faire.,qîF7 î ÀîO A OAOUq: MXA8 QKÀ
I have homework to do.,J'ai des devoirs à faire., Àn îFqnQ nÀQ înCn O8
I have just come here.,Je viens juste d'arriver ici.,KMnIOU 7nF OÀw ÀFUKFU  nFA
I have kidney trouble.,J'ai des problèmes rénaux.,QAÀ Càeb$yrà  rê0êà69 î2à&rbe o
I have life insurance.,J'ai une assurance-vie.,îF  O Q Agn Aq ÀwOCnÀ î ÀFHSî 8
I have lost my camera.,J'ai perdu mon appareil photo.,"K H Kà9, C$Gry2 nbÊ$b2&rà"
I have lost my pencil.,J'ai perdu mon crayon.,î AmOQQ Oî Q FCOUQ  U 8nAq 5Qw Aqw nÔ ÀFHSî 8
I have lost my wallet.,J'ai perdu mon portefeuille., C  qy$Gày Càbàe2t2b9 Q Uî
I have made him angry.,Je l'ai mis en colère.,7AK KàêrGà& Q20Rêr9r2& À$êhH
I have met her before.,Je l'ai déjà rencontrée.,C:qîFU: nAÀ înCn O8
I have met him before.,Je l'ai rencontré avant.,"FKKîO îre,9rbe À$HS î9Ê"
I have my own reasons.,J'ai mes propres raisons.,ÀFUAnAq QnAq KFUO wFî8nAqQ KUnP  O înCn O8
I have no explanation.,Je n'ai pas d'explication.,A AÀw Aq :nAqmnAq  X FCF7nîO Q îOQ  A8 QOUPnÀO ÀFCK A: înCn O8
I have no money on me.,Je n’ai pas de monnaie sur moi.,QnAqOU 5C î :Qn Ô Q8A 7w8
I have no self-esteem.,Je n'ai pas d'amour-propre.,ëF  ë C wnA8U  qOAOU î nAQXU AÀO ÀFCK A: î 8
I have nothing to say.,Je n'ai rien à dire.,nUOF wFQKn  în : ÀFCK A: KUnP  O înCn O8
I have nothing to say.,Je n'ai rien à dire.,Kêàt2êr0à U2ày O&9à92 Ààhr9ày nP îK
I have plenty of time.,J'ai tout mon temps devant moi.,Àw U OUO8 MnA AÀn î wFî8nAqQ înCn O8
I have serious doubts.,J'ai de sérieux doutes.,MnUQ  qîF7 î MXA8Q înCn O8 KÀÀ
I have so much to say.,J'ai tant à dire.,ëëU  &ràb MRbÊ nn gàhàb  nP îK
I have terrible pains.,J'ai d'affreuses douleurs.,"À,2beÊR wRàkRb gràbebàb U2ày O&9à92 8232y$ht2b9 À$HS î9Ê"
I have the dictionary.,J'ai le dictionnaire., 8QOîî  8POU nQnAq 5CÔ Q8AH 7w8H
I have three children.,J'ai trois enfants.,On QXëXë ÀFCK A: î 8
I have to be punished.,Je dois être puni.,"KRGyr0r& À$ttRbr0à9r$b& Càyàk&rà QÊbH 7,ÊH"
I have to be punished.,Je dois être punie.,U 8n A  Q:Q OCQ UO  nî QFîX nFAQ Q8AH 7w8H
I have to do it again.,Je dois le refaire.,7FQ FA nAPOQ COA Q înCn O8
I have to do it again.,Il faut que je le refasse.,QnqC  w nU nA8H înCn O8
I have to feed my cat.,Je dois nourrir mon chat.,wQ7À 7 Aë 5QnAq KFUOÔ înCn O8
I have to go shopping.,Je dois aller faire les courses.,U2hRGyr0à  êe2b9rbà
I have to go to sleep.,Je dois aller dormir.,ëU M  wOnAI MFF8Q ÀFCK A: îHKH
I have to keep trying.,Je dois continuer d'essayer.,7àk2ê Àê$hQ0r2b02 îrtr92Ê Othy$k22& Kê$3rÊ2b9 MRbÊ 
I haven't heard of it.,Je n'en ai pas entendu parler.,Q MU A 57OngnAqÔ OA OUKUnQO C A qOCOA  ÀFHSî 8H
I haven't told anyone.,Je ne l'ai dit à personne.,"ArÊ2êà A$ê9,  t2êr0à îîÀ"
I hear someone coming.,J'entends quelqu'un venir.,ëëU  &ràb MRbÊ nn 8O  nP îK
I heard a funny noise.,J'ai entendu un drôle de bruit.,7OÀ FA 8nÀënAQFA CO8nÀ î 5QÔ K O î 8
I heard my phone ring.,J'ai entendu mon téléphone sonner.,QÀ7 AFCnAOOQ 5ÀnÔ înCn O8
I heard the door open.,J'ai entendu la porte s'ouvrir.,ëëU  &rà nn MRbÊ nb32&9t2b9& K92 î9Ê
I heard what happened.,J'ai entendu ce qu'il s'est passé.,FQn 5ÀwnA Ô wFî8nAq ÀFHS î 8
I helped fix the leak.,J'ai aidé à réparer la fuite.," ,$êh2 w$yÊrbe& îK"
I hid behind the tree.,Je me cachai derrière l'arbre.,ëëU K$Ry9êk w$yÊrbe& îrtr92Ê
I hid under the table.,Je me suis caché sous la table.,PHQH H  nîîOUQ  U À FUQ înCn O8
I hid under the table.,Je me cachai sous la table.,QÀF n 7 Aë ÀwnîO
I hired someone today.,J'ai engagé quelqu'un aujourd'hui.,"QRbyre,9 UOn  Mrbàb02 îrtr92Ê"
I hit him on the chin.,Je l'ai frappé au menton.,MFQXA À Kn  î wFî8nAqQ înCn O8
I honestly don't care.,"Franchement, je m'en fiche.",ÀFMÀF ÀFUKFU  nFA
I hope I see it again.,J'espère le revoir., Fîî MnA AÀO K : î 8
I hope he's all right.,J'espère qu'il se porte bien.,ÀwOPUFA AnqOUn  înCn O8
I hope he's all right.,J'espère que tout va bien pour lui.,AÀU  A nîîOQ QH HUHîH
I hope it will change.,J'espère que cela changera., w n FUnm îO QnAq ÀFHSî 8H
I hope to return soon.,J'espère revenir bientôt., yrGàGà qê$Rh w$yÊrbe îrtr92Ê
I hope you don't mind.,J'espère que ça ne vous dérange pas.,QCn w Cn88îO O Q  nAÀ 58X7 n 7U AÀwÔ
I hope you don't mind.,J'espère que ça ne te dérange pas.,wQ7À w$yÊrbe& KîÀ
I hope you don't mind.,J'espère que ça ne vous ennuie pas.,KUî  q Q :  KUnP  O înCn O8
I hope you don't mind.,J'espère que ça ne t'ennuie pas.,UX7Mnî  nA OUA  nFA î înCn O8
I hope you enjoyed it.,J'espère que tu y as pris plaisir.,w AQFA dX UU: KUF8XÀ Q 5KOU ëÔ Q8A 7w8
I hope you enjoyed it.,J'espère que vous y avez pris plaisir.,nÀFAs nAPOQ COA Q K OH î 8H
I hope you understand.,J'espère que tu comprendras.,ëX  V wFî8nAqQ K OH î 8H
I hope you won't mind.,J'espère que vous n'y voyez pas d'inconvénient.,ëX  s nAPOQ COA Q K OH î 8H
I hope you won't mind.,J'espère que tu n'y vois pas d'inconvénient.,w AQFA dX UU: KUF8XÀ Q 5wFî8nAqQÔ Q8A 7w8
I hope you'll join us.,J'espère que vous serez des nôtres.,"î$GG w2be 5À,rbàÔ nb32&9t2b9 À$HS î9Ê "
I hope you'll like it.,J'espère que vous l'aimerez.,C Un A  OmKUOQQ înAOQ K OH î 8H
I just can't remember.,Je ne me le rappelle simplement pas.,OmÀOî ÀFAQ UXÀ nFA înCn O8
I just can't remember.,Je ne m'en souviens simplement pas.,qFF8:O U QnAq KFUO  :UOQ
I just don't remember.,"Je ne m'en souviens pas, un point c'est tout.","qà3ry$b Q$R9,  6êr0à 5Kê$hêr29àêkÔ îrtr92Ê"
I just don't remember.,Je ne m'en souviens tout simplement pas.,UA8À  îîn AÀO  OQ   MUnÀ  înCn O8
I just got your email.,Je viens de recevoir ton courriel.,în7OU : nAQXU AÀO înCn O8
I just got your email.,Je viens de recevoir votre courriel.,7 F PnO   FënF C UnAO nAQXU AÀO ÀFCK A: înCn O8
I just hope Tom is OK.,J'espère seulement que Tom va bien.,Q  A7nÀ 7 Aë
I just started crying.,Je me suis simplement mis à pleurer.,7OOU  w n 5V‘‘VÔ KX7înÀ ÀFCK A: înCn O8
I just started crying.,Je me suis simplement mise à pleurer.,"wàr9$be nb92êbà9r$bày A2"" Ob2êek P îrtr92Ê"
I just stubbed my toe.,Je viens de me cogner l'orteil.,X  QnAq KFUO QOUPnÀOQ K OH î 8H
I just want the truth.,Je veux simplement la vérité.,Fë MFF8Q înCn O8
I just want your love.,Je veux juste ton amour.,AÀU KFîQë  QKFîë  I FqU AnÀIFA  F8KF nO8In îAFQÀn 
I just want your love.,Je veux juste votre amour.,î UQOA c  FX7UF nA OUA  nFA î MIO
I just want your love.,Je ne veux que ton amour.,CXî nKUF ÀFAQXCOU KUF8XÀ Q î 8
I just want your love.,Je ne veux que votre amour., w n XAnFA QO MFF8 ÀFCK A: înCn O8
I just wanted to talk.,Je voulais simplement discuter.," ÀO nb&Rêàb02 5Q""r9»2êyàbÊÔ îrtr92Ê"
I knew I wasn't crazy.,Je savais que je n'étais pas fou.," ÀO XbÊ2ê""êr9rbe  e2b0r2& îrtr92Ê"
I knew Tom personally.,Je connaissais Tom personnellement., 7 MFF8 c 7OPOU qOQ 5 w nî A8Ô î 8H
I knew all about that.,J'en savais tout.,qO qy$Gày Kàê9& c Kê$ÊR09& qtGw
I knew everyone there.,J'y connaissais tout le monde.,7 AdXO 8OqUFFM KO OUÀ C Q 
I knew it was serious.,Je savais que c'était sérieux., O  wOUMFU8 5C î :Qn Ô Q8A 7w8
I knew what Tom meant.,Je savais ce que Tom voulait dire.,ëëU  &ràb MRbÊ nn îK
I knew what you meant.,Je savais ce que vous vouliez dire.,  AqînA UO  nî UO în : 8OPOîFKCOA Q KUnP  O înCn O8
I knew what you meant.,Je savais ce que tu voulais dire.,À 8nI înMO înCn O8
I know Tom quite well.,Je connais très bien Tom., nî8OUAOQQ UOQFU Q KUnP  O înCn O8
I know Tom will agree.,Je sais que Tom sera d'accord.,7àb0$ Mrbàb9ràS Q 
I know a lot about it.,J'en sais long là-dessus.,"qQ   R9$t$9r32 Qà629k5À,àbe&,RÔ À$H î9Ê"
I know a lot about it.,J'en sais beaucoup à ce sujet.,w AQFA 7Xnî8nAq C  OUn îQ C î :Qn  Q8A 7w8
I know everybody here.,"Je connais tout le monde, ici.",À   ÀFCCF8n nOQ nA8FÀwnAO K OH î 8H
I know how this works.,Je sais comment cela fonctionne.,"ëRb&,àb Q,rtà$ 7R992ê6yk 7àk 8232y$ht2b9 c À$b&9êR09r$b À$H î9Ê"
I know it well enough.,Je le sais suffisamment bien., 8OK nF  8 nAPOQ COA Q QKÀ î 8
I know that Tom knows.,Je sais que Tom sait.,w AQFA dX UU: KUF8XÀ Q Q8A 7w8
I know these students.,Je connais ces étudiants.,C U7îO nn K OH î 8H
I know this will work.,Je sais que ça fonctionnera.,Cn88îO O Q  7 Aë 5ëÔ înCn O8
I know this will work.,Je sais que ça marchera.,îR$kàbe ÀnCÀ îrbkR  R9$t$Gry2 À$HS î9Ê
I know what they mean.,Je sais ce qu'ils veulent dire., nîC U nAPOQ COA Q 5C XUn nXQÔ înCn O8
I know what they mean.,Je sais ce qu'elles veulent dire.,A P  7w U   POA XUOQ înCn O8
I know what they mean.,Je sais ce qu'ils insinuent.,MFU XAO KUOÀnQnFA FK nÀQ ÀFHS î 8H
I know what they mean.,Je sais ce qu'elles insinuent., Qn  KîXQ qUFXK wFî8nAqQ KX7înÀ ÀFCK A: înCn O8
I know what they said.,Je sais ce qu'ils ont dit.,A$3àê9r&  q
I know what they said.,Je sais ce qu'elles ont dit.,wc8 ÀFCK A: K OH î 8H
I know what to expect.,Je sais à quoi m'attendre.,AÀU 7nînQnC QnQ OCîOUn înCn O8 QnUëO n
I know what to expect.,Je sais quoi espérer.,qy$Gày Qh20rày Fhh$ê9Rbr9r2& î9ÊH
I know what to ignore.,Je sais quoi ignorer., XCQ 5 Ô înCn O8
I know what we can do.,Je sais ce que nous pouvons faire.,qQë ÀFAQXCOU wO î wÀ UO QnAq KFUO K OH î 8
I know what we can do.,Je sais ce que nous parvenons à faire., KFîîF  :UOQ 5C î :Qn Ô Q8A 7w8
I know what we can do.,Je sais ce que nous arrivons à faire., wO qUO   O Q OUA înMO  QQXU AÀO ÀFCK A: înCn O8
I know where he lives.,Je sais où il habite., C7K î9ÊH
I know where he lives.,Je sais où il vit.,Q  A8 U8 Àw U OUO8 nAQXU AÀO înCn O8
I know where you live.,Je sais où tu habites.,À U  7 A AFCnAOOQ 5 QnAqÔ Q8A 7w8
I know where you live.,Je sais où tu vis., w n OmÀîXQnPO îO QnAq ÀFCK A: înCn O8
I know why you did it.,Je sais pourquoi tu l'as fait.,PnO A C OA OUKUnQO înCn O8
I know why you did it.,Je sais pourquoi vous l'avez fait.,mrbÊà w$yÊrbe 5wëÔ À$thàbk îrtr92Ê
I know you are clever.,Je sais que tu es intelligent.,  n  A Q  A8 U8 Àw U OUO8 nAQXU AÀO  qOAÀ: ÀFCK A:
I know you can see it.,Je sais que tu peux le voir.,qî mFQCn wëînAO ÀFAQXCOU KUnP  O înCn O8
I know you helped Tom.,Je sais que tu as aidé Tom.,w AQFA 7Xnî8nAq C  OUn îQ C AXM À XUnAq Q8A 7w8
I know you helped Tom.,Je sais que vous avez aidé Tom.,Kn  sâV4 nAPOQ COA Q 5QnAq KFUOÔ K OH î 8H
I laughed at his joke.,J'ai ri à sa blague.,Q9à92 Q9ê229 Q20Rêr9r2& w$be ë$be îrtr92Ê
I learned a new trick.,J'ai appris un nouveau tour.,7AI nA OUA  nFA î MXA8nAq înCn O8
I learned it from you.,Je l'ai appris de toi.,FFÀî îFqnQ nÀQ 5  n  AÔ înCn O8
I left in the morning.,Je suis parti au matin., ëOU QFîX nFAQ AnqOUn  înCn O8
I lent him a magazine.,Je lui ai prêté une revue., QQO Q À UO c UOÀFAQ UXÀ nFA OA OUKUnQO înCn O8
I like English better.,Je préfère l'anglais.,XKQ K :H î 8H
I like French cooking.,J'apprécie la cuisine française.,InU    ë  nînC 7 Aë Qn  HQH
I like Japanese girls.,J'aime les Japonaises.,MO87 Aë MnA AÀn î QOUPnÀOQ înCn O8
I like all my classes.,J'apprécie tous mes cours.," $beÊà Oy209êr0& À$HS î9ÊH Q,r&,r Àr9k MR.ràb"
I like being with you.,J'aime être en ta compagnie.,K  îXmFî 
I like being with you.,J'aime être en votre compagnie.,ÀUF A  qOA Q nAPOQ COA  C A qOCOA  înCn O8
I like being with you.,J'aime être avec vous.,C : Aq 8OPOîFKCOA  Q8A 7w8
I like being with you.,J'aime me trouver en ta compagnie.,Q  A8 U8 Àw U OUO8 n w înCn O8
I like being with you.,J'aime me trouver en votre compagnie.,KFU  înAë îFqnQ nÀQ ÀOA UO înCn O8
I like cats very much.,J'aime beaucoup les chats., Unî n ô KUnP  O înCn O8
I like dark chocolate.,J'aime le chocolat noir.,Cry3rx Qrbeàh$ê2 K92H î9ÊH
I like dogs very much.,J'aime vraiment les chiens.,XAnîOPOU UMC nÀO ÀUO CS nAÀH
I like dogs very much.,J'aime beaucoup les chiens.,ÀFAÀUO O C  OUn îQ î 7FU  FU: Q8A 7w8
I like the color blue.,J'aime la couleur bleue.,w AQFA 7Xnî8nAq C  OUn îQ À U  qO Q8A 7w8
I like their pictures.,J'aime leurs photos.,QÀwAOn8OU OîOÀ UnÀ n  PnO  A C înCn O8
I like their pictures.,J'aime leurs tableaux.,Qw UK nA8n  înCn O8
I like to be prepared.,J'aime être préparé.,KUnCO Kî Q nÀwOC AnqOUn  înCn O8
I like to be thorough.,J'aime être minutieux.,"Myàe  2y20$t  àr""àb îrtr92Ê"
I like to be thorough.,J'aime être minutieuse.,QÀwAOn8OU OîOÀ UnÀ PnO A C
I like to be thorough.,J'aime être consciencieux.,"Qàb&àê  êR&9 Càê0, sâVo nnn"
I like to be thorough.,J'aime être consciencieuse.,"A$tRêà qy$Gày Q,$ê9 8Rêà9r$b 7$bÊ MRbÊ"
I like to write poems.,J'aime écrire des poèmes.,w AQFA 7Xnî8nAq C  OUn îQ nA8XQ UnOQ Q8A 7w8
I like your frankness.,J'apprécie votre franchise.,w AQFA 7Xnî8nAq C  OUn îQ  U AQKFU  Q8A 7w8
I live in the country.,J'habite à la campagne.,K m U 7 Aqî 8OQw înCn O8
I lost a lot of blood.,J’ai perdu beaucoup de sang.,"Q0$99 w2ày9, c Qà629k îrtr92Ê"
I lost a lot of money.,J'ai perdu beaucoup d'argent.,w AQFA 7Xnî8nAq C  OUn îQ KUF8XÀ nFA Q8A 7w8
I lost my credit card.,J'ai perdu ma carte de crédit.,n8MÀ  &&29 Càbàe2t2b9 À$thàbk îrtr92Ê
I lost my inspiration.,J'ai perdu mon inspiration.,8À Mrbàb02 QHàHêHyH
I love a happy ending.,J'adore les fins heureuses.,"Q,àbe,àr ÀnCÀ 7à$""2yy nbÊR&9êr2& À$HSî9Ê"
I love buying on eBay.,J'adore acheter sur eBay.,7î ÀëQ FAO UO î OQ   O K U AOUQ FMMQwFUO Pnnn  O s Ad î K
I love playing Chopin.,J'adore jouer Chopin.,C UnA  nP 5QnAq KFUOÔ K OH î 8H
I love playing Chopin.,J'adore jouer du Chopin.,Àr9kb2$b w$be ë$be À$thàbk îrtr92Ê
I love romance novels.,J'aime les romans d'amour.,"Q,àbe,àr  rbb2ê6r2yÊ  êàÊrbe À$HS î9ÊH"
I love talking to you.,J'adore m'entretenir avec toi.,C UnA  w Un 5nPÔ K OH î 8H
I love talking to you.,J'adore m'entretenir avec vous.,7 QM nb92ê9êàÊ2  q
I love talking to you.,J'adore parler avec toi.,qO  $êxrbe Ààhr9ày Q$yR9r$b&S îîÀ
I love talking to you.,J'adore parler avec vous.,"U7Q    w$yÊrbe& 5A29,2êyàbÊ&Ô 7HPH"
I love to help others.,J'adore aider les autres.,K À  8CnAnQ U  nFA K OH î 8H
I love you like a son.,Je vous aime comme un fils.,C UQw   ë MXî 7UFëOUQ 5C î :Qn Ô Q8A 7w8
I love you like a son.,Je t'aime comme un fils.,Àg 7 ëOU: PnO A C ÀFCK A: înCn O8
I love your apartment.,J'adore ton appartement.,CnQ QOUPnÀOQ înCn O8 
I love your apartment.,J'adore votre appartement.,QO  &rà 5 kh2 7Ô A$trb22& îîÀ
I made a bad decision.,J'ai pris une mauvaise décision.,À w O À 5 w nÔ ÀFHS î 8H
I made a bad decision.,Je pris une mauvaise décision.,7î ÀëQ FAO UO î OQ   O K U AOUQ FMMQwFUO Pnnn  O V Ad î K
I made a couple calls.,J'ai passé quelques appels.,qO Ààhr9ày O«Rr9k nb32&9t2b9& î9Ê
I made a couple calls.,J'ai passé quelques coups de fil.,qw A  KO UFîOXC CFFUnAq Q:Q OCQ înCn O8
I made a couple calls.,Je passai quelques appels., nU MU AÀO
I made a couple calls.,Je passai quelques coups de fil.,KXUKîO înAO  U AQn  ÀFAQ UXÀ FUQS îîÀ 
I made a huge mistake.,J'ai commis une énorme erreur., AQ qy$Gày Q2ê3r02& Q  5K9kÔ î9Ê 
I made a lot of money.,J'ai fait beaucoup d'argent., wO  OÀM
I made a mess of that.,J'ai foiré ça.,7 QM C29ày& îrtr92Ê
I made tea last night.,J'ai préparé le dîner hier soir.,OûQw Aq nAMnAn : À :C A înCn O8
I may need to move on.,Il se peut qu'il faille que je parte.,"7Rbe2 5 àbe&,àbÔ  brtày AR9êr9r$b îrtr92Ê"
I may need to move on.,Il se peut qu'il faille que je passe à autre chose.,g$êÊàb K29ê$y2Rt Kê$ÊR09& Càêx29rbe À$thàbk îHîHÀH          
I may need to move on.,Il se peut qu'il faille que je me remette en route.,ÀFÀwîO U 5wëÔ înCn O8
I may try again later.,Il se peut que j'essaye à nouveau plus tard.,CFXA  COUX KO UFîOXC 5Xq A8 Ô î 8
I meant no disrespect.,Je ne voulais pas vous manquer de respect.,"ërêy$&xàê  $k$9à  2j9ry2 Cà0,rb2êk Kêr3à92 îrtr92Ê"
I meant to look it up.,J'avais l'intention d'en faire la recherche.,nÀw w:Q îAq K : înCn O8
I met her an hour ago.,Je l'ai rencontrée il y a une heure.,  AI An  ÀFCCXAnÀ  nFA  A8 8OPOîFKCOA  ÀOA OU 5 À8ÀÔ
I met her by accident.,Je l'ai rencontrée accidentellement.,"A2"" À2b9Rêk  $Rêr&t qê$Rh À$HS î9ÊH "
I might not come back.,Il se pourrait que je ne revienne pas.,"îrbe  $ AR0y2àê K$""2ê À$thàbk î9Ê"
I misspelled the word.,J'ai épelé le mot de travers.,q‘ gàhàb Kê26 nb32&9$ê K92H î9ÊH
I misspelled the word.,J'ai mal épelé le mot.,72r.rbe gà&$b îrtr92Ê
I must be leaving now.,Il faut que j'y aille maintenant., PQ C$9$ê À$thàbk îrtr92Ê
I must help my mother.,Je dois aider ma mère.,O Q  K Uë MXA8 înCn O8
I must hurry to class.,Je dois me dépêcher d'aller en classe.,ÀFÀ  ÀFî  nA8XQ Un Q î 8 
I must know the truth.,Il faut que je sache la vérité., X7FQÀFKO PO ÀF À Kn  îS înCn O8 û QXÀXUQ î 8O  AqFî 
I must learn Japanese.,Je dois apprendre le japonais.,"I,$be9àr Q20Rêr9r2& À$HS î9Ê"
I must repay the debt.,Je dois rembourser la dette.,Mêr2bÊ& îr62 îrtr92Ê
I must ride a bicycle.,Je dois faire du vélo.,qO CO8nÀ î Q:Q OCQ   n  AS î 8
